,id,neighbourhood_cleansed,city,property_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_is_superhost,has_wifi,has_kitchen,has_parking,has_tv,has_washer,has_garden,has_balcony,geometry,LSOA11CD,LSOA11NM,Index of Multiple Deprivation (IMD) Score,median_house_price_2020,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
578,1626281,Hulme,Manchester,House,1,0.5,1.0,30.0,1,240,47,38,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383238.7235339433 396602.2452275705),E01005214,Manchester 019D,22.629,163000.0,0,0,1,0
2549,41605745,Hulme,Manchester,Private room in apartment,1,1.0,1.0,20.0,2,1125,297,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383099.7993703216 396491.3910059895),E01005214,Manchester 019D,22.629,163000.0,0,0,1,0
19,711322,Hulme,Manchester,Private room in house,1,2.0,1.0,35.0,30,356,280,28,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382899.8104939945 396448.7246034343),E01005214,Manchester 019D,22.629,163000.0,0,0,1,0
585,7783200,Hulme,Manchester,Apartment,1,1.0,1.0,30.0,1,1125,347,12,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383082.6119670739 396562.2589929172),E01005214,Manchester 019D,22.629,163000.0,0,0,1,0
613,1626368,Hulme,Manchester,House,1,0.5,1.0,35.0,1,240,294,78,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383307.413192438 396650.2861944076),E01005214,Manchester 019D,22.629,163000.0,0,0,1,0
602,3291764,Hulme,Manchester,House,1,1.0,1.0,42.0,1,1125,365,18,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383280.7409414359 396619.694838663),E01005214,Manchester 019D,22.629,163000.0,0,0,1,0
241,14674939,Bishopston & Ashley Down,Bristol,Entire house,8,2.0,4.0,190.0,2,1125,129,60,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359178.4145832763 176453.5099072553),E01014637,Bristol 010C,10.85,420000.0,1,0,0,0
813,31727078,Bishopston & Ashley Down,Bristol,Entire apartment,6,1.0,2.0,115.0,2,30,207,42,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359402.8350554433 176469.5035072606),E01014637,Bristol 010C,10.85,420000.0,1,0,0,0
524,22683171,Bishopston & Ashley Down,Bristol,Private room in house,2,1.0,1.0,37.0,1,4,89,51,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359346.6736572071 176566.716812958),E01014637,Bristol 010C,10.85,420000.0,0,0,1,0
142,9994005,Bishopston & Ashley Down,Bristol,Private room in townhouse,2,1.0,1.0,50.0,2,60,180,83,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359219.3046543702 176529.9241741058),E01014637,Bristol 010C,10.85,420000.0,0,0,1,0
1075,37922430,Horfield,Bristol,Private room in bed and breakfast,2,1.0,1.0,98.0,1,1125,363,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359446.7205484073 176747.2077043062),E01014637,Bristol 010C,10.85,420000.0,0,0,1,0
1083,37987714,Horfield,Bristol,Private room in bed and breakfast,2,1.0,1.0,98.0,1,1125,357,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359475.7930349136 176735.8530076146),E01014637,Bristol 010C,10.85,420000.0,0,0,1,0
1256,41574756,Bishopston & Ashley Down,Bristol,Private room in townhouse,2,1.0,1.0,45.0,3,1125,202,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359253.9299032426 176431.7702482836),E01014637,Bristol 010C,10.85,420000.0,0,0,1,0
146,10267156,Bishopston & Ashley Down,Bristol,Private room in townhouse,1,1.0,1.0,40.0,2,30,365,65,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359254.499138571 176416.1945674082),E01014637,Bristol 010C,10.85,420000.0,0,0,1,0
1748,34534793,Bradford,Manchester,Entire house,8,1.0,3.0,64.0,1,1125,238,52,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388160.0876509961 397833.2122852584),E01005107,Manchester 015E,59.049,135000.0,1,0,0,0
2245,39509646,Bradford,Manchester,Private room in house,3,1.0,1.0,21.0,7,31,88,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388470.7217890759 397841.3380682992),E01005107,Manchester 015E,59.049,135000.0,0,0,1,0
1355,29702178,Bradford,Manchester,Private room in house,2,1.0,1.0,30.0,1,7,363,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (388497.9471510585 397846.8338789913),E01005107,Manchester 015E,59.049,135000.0,0,0,1,0
1769,34662245,Oldham District,Manchester,Entire house,8,2.0,4.0,147.0,2,28,122,53,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (397177.8438903163 407480.3944360164),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
2178,39048878,Oldham District,Manchester,Entire apartment,6,2.0,2.0,100.0,2,1125,192,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (398740.4007934849 407760.0446122726),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
977,24150299,Oldham District,Manchester,Entire cottage,4,1.0,2.0,110.0,2,1125,328,73,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (398414.430209064 407439.7345434896),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
189,6612375,Oldham District,Manchester,Entire cottage,4,1.0,1.0,70.0,1,1125,0,282,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (398470.8569404174 407803.5205841291),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
2481,41086942,Oldham District,Manchester,Entire house,4,1.0,2.0,85.0,1,1125,349,15,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (398500.0176103328 407860.2509200085),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
2514,41247251,Oldham District,Manchester,Entire chalet,4,2.0,1.0,125.0,2,1125,338,21,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (397961.4591174244 407610.1407436172),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
1410,30259685,Oldham District,Manchester,Entire apartment,3,1.0,1.0,67.0,2,1125,310,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (398621.2521121323 407970.3541304964),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
161,5584153,Oldham District,Manchester,Entire apartment,3,1.0,1.0,67.0,2,1125,309,76,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (398506.6777181141 407969.2792498309),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
2517,41253545,Oldham District,Manchester,Entire chalet,3,2.0,1.0,135.0,2,1125,323,21,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (397799.1575899229 407546.8018981378),E01005416,Oldham 013C,9.101,225250.0,1,0,0,0
2537,41498255,Oldham District,Manchester,Private room in cottage,2,1.0,1.0,90.0,1,1125,364,6,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (397943.4000855858 407227.429605504),E01005416,Oldham 013C,9.101,225250.0,0,0,1,0
2626,42149359,Oldham District,Manchester,Private room in cottage,2,1.0,1.0,80.0,1,28,363,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (397908.9759969196 407269.7227109892),E01005416,Oldham 013C,9.101,225250.0,0,0,1,0
569,17261329,Bury District,Manchester,Entire apartment,8,2.0,4.0,135.0,2,548,0,100,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (379986.37715687 417207.4367568405),E01005015,Bury 001B,28.561999999999998,175500.0,1,0,0,0
1462,45192820,Ashley,Bristol,Entire apartment,8,2.0,2.0,124.0,2,365,319,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359148.7307090202 173715.4637248745),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
858,33211242,Ashley,Bristol,Entire apartment,6,2.0,2.0,159.0,2,1125,345,27,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359505.8855985479 173720.3866269434),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
411,20224203,Ashley,Bristol,Entire apartment,5,1.0,2.0,66.0,2,1125,81,166,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359293.5128831824 173835.5319376121),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
605,24552065,Ashley,Bristol,Entire house,5,2.0,2.0,111.0,1,1124,79,101,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (359416.3896937818 173736.6726229465),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1171,40027489,Ashley,Bristol,Entire apartment,5,2.0,2.0,126.0,3,185,365,7,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359274.1575180237 173761.1686873405),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1216,40803098,Ashley,Bristol,Entire apartment,4,1.0,1.0,57.0,2,1125,82,19,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359344.4939361196 173694.9838819048),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1102,38289119,Ashley,Bristol,Room in serviced apartment,4,2.0,2.0,140.0,2,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359289.4135394848 173670.9566890872),E01033347,Bristol 023F,36.303000000000004,265500.0,0,1,0,0
1536,45474074,Ashley,Bristol,Entire villa,4,1.0,1.0,90.0,2,365,359,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359163.5885934503 173748.7106620626),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1530,45449050,Ashley,Bristol,Entire serviced apartment,4,1.0,1.0,106.0,2,365,292,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359401.9879394351 173673.3914695085),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1435,44652835,Ashley,Bristol,Entire apartment,4,1.0,2.0,75.0,1,1125,112,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359371.4463883244 173590.2196504327),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1428,44608657,Ashley,Bristol,Entire apartment,4,1.0,2.0,73.0,1,1125,359,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359389.9098572141 173726.8745157436),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1427,44607769,Ashley,Bristol,Entire apartment,4,1.0,2.0,73.0,1,1125,359,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359509.3884456214 173636.9424475456),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1407,44386805,Ashley,Bristol,Entire apartment,4,2.0,2.0,100.0,2,30,358,13,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359408.5236540175 173882.4359507449),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
531,22932847,Ashley,Bristol,Entire apartment,4,2.0,2.0,72.0,2,365,87,44,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359416.2651709599 173721.1025846808),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
315,17207071,Ashley,Bristol,Entire apartment,4,1.0,1.0,66.0,1,1125,309,136,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (359112.3626550045 173685.7267491013),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
335,17743506,Ashley,Bristol,Entire apartment,4,2.0,2.0,112.0,1,1125,325,91,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359455.1418932984 173804.2080637939),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
348,17902476,Ashley,Bristol,Entire apartment,4,1.0,1.0,65.0,14,1125,325,38,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359236.5041169899 173571.2818891756),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
355,18109946,Ashley,Bristol,Entire apartment,4,1.0,2.0,125.0,2,1125,30,21,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359277.2041762803 173794.5107531583),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
795,31202998,Ashley,Bristol,Entire apartment,4,2.0,2.0,140.0,5,28,179,10,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359442.0086721599 173551.8398573419),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
810,31633962,Ashley,Bristol,Entire apartment,4,2.0,2.0,89.0,2,365,242,34,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (359430.9624621759 173647.5787670968),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
667,27135841,Ashley,Bristol,Entire apartment,4,1.0,1.0,82.0,1,1125,242,66,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359463.8552030527 173677.3457569361),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
944,34830962,Ashley,Bristol,Entire apartment,2,1.0,1.0,65.0,2,30,79,91,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359455.3511863883 173569.5287013866),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
872,33515556,Ashley,Bristol,Entire apartment,2,1.0,1.0,63.0,2,365,162,48,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359348.4663481083 173670.4832875634),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
624,25527787,Ashley,Bristol,Entire apartment,2,1.0,1.0,56.0,1,120,87,68,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (359130.0585882047 173639.983285489),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
644,26244558,Ashley,Bristol,Entire apartment,2,1.0,1.0,60.0,2,1125,66,46,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (359116.2981207349 173656.777387224),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
719,28420022,Ashley,Bristol,Private room in apartment,2,1.0,1.0,37.0,3,31,29,51,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359460.0849040249 173814.1785214153),E01033347,Bristol 023F,36.303000000000004,265500.0,0,0,1,0
815,31791712,Ashley,Bristol,Entire apartment,2,1.0,1.0,64.0,2,40,74,45,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359516.6313746013 173586.8349302307),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
764,30083933,Ashley,Bristol,Entire apartment,2,1.0,1.0,59.0,1,1125,94,23,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359060.5803784331 173726.1840705489),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1429,44609618,Ashley,Bristol,Entire apartment,2,1.0,1.0,57.0,1,1125,328,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359503.0001645962 173707.0630560165),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1431,44639204,Ashley,Bristol,Entire apartment,2,1.0,1.0,60.0,1,1125,298,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359437.8729806544 173729.8275535304),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1432,44639457,Ashley,Bristol,Entire apartment,2,1.0,1.0,60.0,1,1125,347,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359465.8435419257 173578.3426138893),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1416,44511727,Ashley,Bristol,Entire apartment,2,1.0,1.0,90.0,2,30,358,8,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359386.8723523518 173781.3974509162),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1458,45159406,Ashley,Bristol,Private room in apartment,2,1.0,1.0,70.0,2,7,26,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359074.1879958721 173690.4833440803),E01033347,Bristol 023F,36.303000000000004,265500.0,0,0,1,0
1439,44675060,Ashley,Bristol,Entire apartment,2,1.0,1.0,60.0,1,1125,75,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359377.9302730399 173705.8382803624),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1173,40056112,Ashley,Bristol,Private room in apartment,2,1.0,1.0,60.0,7,60,89,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359330.6878806308 173619.4637640909),E01033347,Bristol 023F,36.303000000000004,265500.0,0,0,1,0
1349,43602914,Ashley,Bristol,Private room in loft,2,1.0,1.0,50.0,1,1125,89,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359473.19961654 173629.4458146447),E01033347,Bristol 023F,36.303000000000004,265500.0,0,0,1,0
1389,44274784,Ashley,Bristol,Entire apartment,2,1.0,1.0,71.0,3,1125,0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359114.7701055089 173553.3534822018),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
1368,43982957,Ashley,Bristol,Entire apartment,2,1.0,1.0,92.0,2,1125,170,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359319.4670406641 173866.4658815055),E01033347,Bristol 023F,36.303000000000004,265500.0,1,0,0,0
64,4570407,Ashley,Bristol,Private room in apartment,1,1.0,1.0,55.0,7,30,172,31,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (359390.1150846644 173665.7009524972),E01033347,Bristol 023F,36.303000000000004,265500.0,0,0,1,0
266,15451351,Eastville,Bristol,Entire townhouse,8,2.0,4.0,110.0,2,1125,7,23,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (362378.4055555165 175637.9694271107),E01014571,Bristol 012A,27.504,292000.0,1,0,0,0
806,31514112,Eastville,Bristol,Entire house,8,2.0,4.0,149.0,5,28,112,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (362183.210211455 175632.7482656305),E01014571,Bristol 012A,27.504,292000.0,1,0,0,0
124,8561053,Eastville,Bristol,Entire condominium,2,1.0,1.0,51.0,2,14,318,134,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362498.5273958403 175540.3171291991),E01014571,Bristol 012A,27.504,292000.0,1,0,0,0
1229,41152055,Frome Vale,Bristol,Private room in house,2,1.0,1.0,25.0,2,5,82,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362965.8367355001 175811.5982470524),E01014571,Bristol 012A,27.504,292000.0,0,0,1,0
1385,44155795,Eastville,Bristol,Private room in apartment,2,1.0,1.0,421.0,1,1125,90,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362488.032806741 175623.8106253303),E01014571,Bristol 012A,27.504,292000.0,0,0,1,0
910,34047417,Eastville,Bristol,Private room in bed and breakfast,1,1.0,1.0,25.0,1,1125,53,30,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362501.4945001176 175565.8760478909),E01014571,Bristol 012A,27.504,292000.0,0,0,1,0
1268,41755946,Eastville,Bristol,Private room in house,1,1.0,1.0,15.0,2,5,357,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362944.2520630601 175803.9704936747),E01014571,Bristol 012A,27.504,292000.0,0,0,1,0
1285,42167964,Eastville,Bristol,Private room in house,1,1.0,1.0,25.0,1,1125,152,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (362421.9180196835 175605.3926054465),E01014571,Bristol 012A,27.504,292000.0,0,0,1,0
492,4386008,Levenshulme,Manchester,Apartment,8,1.0,2.0,65.0,1,1125,331,21,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387207.5282847225 394065.0894448693),E01005221,Manchester 031C,36.122,192500.0,1,0,0,0
2604,41934462,Levenshulme,Manchester,Entire house,8,1.0,3.0,58.0,2,1125,142,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387656.4768964367 393849.3834024197),E01005221,Manchester 031C,36.122,192500.0,1,0,0,0
2989,44319827,Levenshulme,Manchester,Entire apartment,6,1.0,3.0,82.0,2,1125,337,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387253.319543065 394113.0200308802),E01005221,Manchester 031C,36.122,192500.0,1,0,0,0
2935,43942272,Levenshulme,Manchester,Entire apartment,4,1.0,2.0,78.0,2,1000,326,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387225.3253142086 394077.4948232111),E01005221,Manchester 031C,36.122,192500.0,1,0,0,0
2057,37960465,Levenshulme,Manchester,Private room in house,2,1.0,1.0,24.0,1,7,53,18,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387219.0989568019 393986.2834799499),E01005221,Manchester 031C,36.122,192500.0,0,0,1,0
2936,43942663,Levenshulme,Manchester,Entire apartment,2,1.0,1.0,69.0,2,1125,351,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387156.8611280065 394059.8809354154),E01005221,Manchester 031C,36.122,192500.0,1,0,0,0
494,5941948,Levenshulme,Manchester,House,2,1.0,1.0,20.0,1,1125,229,42,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387656.5034901753 393814.3585266547),E01005221,Manchester 031C,36.122,192500.0,0,0,1,0
660,18667911,Levenshulme,Manchester,Private room,2,1.0,1.0,25.0,1,31,180,17,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387285.8935924196 394122.9445761426),E01005221,Manchester 031C,36.122,192500.0,0,0,1,0
489,3650357,Levenshulme,Manchester,Apartment,1,0.0,1.0,31.0,2,10,78,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387309.6820813266 394114.9789080078),E01005221,Manchester 031C,36.122,192500.0,0,0,1,0
593,17531050,Bradford,Manchester,Entire townhouse,8,1.0,3.0,131.0,1,1125,179,82,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387082.6757475555 397513.4184332207),E01005106,Manchester 015D,52.538000000000004,103500.0,1,0,0,0
859,22031283,Bradford,Manchester,Entire house,7,2.0,2.0,79.0,2,1125,323,39,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387443.8437475261 397793.9117745963),E01005106,Manchester 015D,52.538000000000004,103500.0,1,0,0,0
976,24144685,Bradford,Manchester,Entire house,6,1.0,2.0,75.0,3,1125,67,44,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387463.9517200763 397619.1882458595),E01005106,Manchester 015D,52.538000000000004,103500.0,1,0,0,0
2797,42888594,Bradford,Manchester,Entire house,6,1.0,3.0,158.0,1,1125,357,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387154.8143398242 397678.9897080929),E01005106,Manchester 015D,52.538000000000004,103500.0,1,0,0,0
351,12981705,Bradford,Manchester,Private room in apartment,2,2.0,1.0,30.0,1,186,0,108,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387876.5884589857 397539.1124125749),E01005106,Manchester 015D,52.538000000000004,103500.0,0,0,1,0
494,15841196,Bradford,Manchester,Private room in apartment,2,1.0,1.0,175.0,2,1125,364,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (387122.6654651708 397573.3859694682),E01005106,Manchester 015D,52.538000000000004,103500.0,0,0,1,0
2980,44254558,Trafford District,Manchester,Entire house,8,2.0,4.0,190.0,1,1125,365,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (376693.4894843797 387821.9355055983),E01006075,Trafford 025B,6.405,220000.0,1,0,0,0
2421,40627249,Trafford District,Manchester,Entire house,6,1.0,3.0,147.0,1,1125,359,15,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (376693.7245156473 388004.3916169493),E01006075,Trafford 025B,6.405,220000.0,1,0,0,0
428,14740276,Trafford District,Manchester,Entire apartment,5,1.0,2.0,72.0,1,30,159,135,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (376925.2513938741 387883.1002534012),E01006075,Trafford 025B,6.405,220000.0,1,0,0,0
3010,44455131,Trafford District,Manchester,Entire apartment,4,1.0,1.0,95.0,2,1125,245,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (376840.963763647 387920.2266695879),E01006075,Trafford 025B,6.405,220000.0,1,0,0,0
3003,44414088,Higher Blackley,Manchester,Entire house,8,1.0,3.0,94.0,2,1125,173,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383787.943156123 403508.0708696955),E01005160,Manchester 004B,33.376,130000.0,1,0,0,0
2958,44135815,Crumpsall,Manchester,Entire apartment,5,1.0,2.0,102.0,2,1125,333,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383684.8700869193 403034.477879727),E01005160,Manchester 004B,33.376,130000.0,1,0,0,0
460,11831139,Crumpsall,Manchester,House,4,1.0,2.0,150.0,1,1125,362,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383777.78594091 402911.9647848976),E01005160,Manchester 004B,33.376,130000.0,1,0,0,0
1838,35381481,Higher Blackley,Manchester,Private room in house,2,1.0,1.0,35.0,1,1125,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384259.3871154265 403344.0311000834),E01005160,Manchester 004B,33.376,130000.0,0,0,1,0
67,1980821,Higher Blackley,Manchester,Private room in apartment,2,1.0,2.0,25.0,3,30,54,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383961.8965390372 403199.2937975871),E01005160,Manchester 004B,33.376,130000.0,0,0,1,0
340,1980821,Higher Blackley,Manchester,Apartment,1,1.0,1.0,28.0,2,30,150,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383961.8650173289 403199.1028525302),E01005160,Manchester 004B,33.376,130000.0,0,0,1,0
2946,44020111,Salford District,Manchester,Entire house,8,1.0,3.0,130.0,28,365,358,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382138.8679107915 397469.537003852),E01032917,Salford 028J,24.807,156000.0,1,0,0,0
1902,36257145,Salford District,Manchester,Entire apartment,4,1.0,1.0,90.0,2,1125,154,29,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382525.7164998852 397435.819439384),E01032917,Salford 028J,24.807,156000.0,1,0,0,0
3105,45181028,Salford District,Manchester,Entire apartment,4,2.0,2.0,70.0,7,30,145,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382628.7597380318 397838.1812393983),E01032917,Salford 028J,24.807,156000.0,1,0,0,0
3246,45723217,Salford District,Manchester,Private room in apartment,2,1.0,1.0,85.0,2,1125,362,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382479.4980098489 397501.631973306),E01032917,Salford 028J,24.807,156000.0,0,0,1,0
3277,45876007,Salford District,Manchester,Private room in apartment,2,1.0,1.0,47.0,1,1125,365,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382478.6974453247 397464.9207587721),E01032917,Salford 028J,24.807,156000.0,0,0,1,0
2025,37678013,Salford District,Manchester,Entire condominium,2,1.0,1.0,70.0,1,1125,108,26,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (382424.1791240608 397973.5604659549),E01032917,Salford 028J,24.807,156000.0,1,0,0,0
