,latitude,longitude,LSOA11CD
636,51.47095,-2.58684,E01014487
637,51.46908,-2.59082,E01014487
638,51.47162,-2.58911,E01014487
639,53.51255,-2.09551,E01005938
640,53.51187,-2.09701,E01005938
641,53.51327,-2.09538,E01005938
642,53.55017,-2.19785,E01005539
643,53.465798435556096,-2.225221034650236,E01005062
644,53.46652866705944,-2.2250318222769683,E01005062
645,53.46763000000001,-2.22501,E01005062
646,53.468,-2.22101,E01005062
647,53.46570595661353,-2.2253178932640805,E01005062
648,53.46610866826972,-2.217373536091145,E01005062
649,53.46554078718256,-2.2247054266627444,E01005062
650,53.46455,-2.22145,E01005062
651,53.464757233029395,-2.220309713554963,E01005062
652,53.46366938549386,-2.2219373810079377,E01005062
653,53.464747445447436,-2.221690250649364,E01005062
654,53.46455790881439,-2.2199713877262597,E01005062
655,53.46508123206463,-2.220907840358907,E01005062
656,53.46491882986601,-2.2198847631935132,E01005062
657,53.46440399906739,-2.2207875090061338,E01005062
658,53.46598299043235,-2.2203375878604104,E01005062
659,53.46552975690354,-2.217584611465806,E01005062
660,53.466751412149144,-2.225466277426898,E01005062
661,53.465382444603996,-2.2245082290459592,E01005062
662,53.46644947875181,-2.2209696036646185,E01005062
663,53.46590884049997,-2.228072278688162,E01005062
664,53.46450505748355,-2.2216523355668105,E01005062
665,53.46445,-2.21929,E01005062
666,53.464891536951285,-2.2186040192695065,E01005062
667,53.4839,-2.27084,E01032907
668,53.486880000000006,-2.26686,E01032907
